"","elgcoal","elgngas","elghydr","elgnuc","elgsun","elgwind","elgbio","inctxff","sbsrnen","banhhap","clmchng","wrclmch","ccnthum","gvsrdcc","lkredcc","lklmten","ownrdcc","psppipla","stfdem","trstplt","trstep","prtvtbit","lrscale","gndr","yrbrn","region","edlvdit","hinctnta"
"412",4,4,1,5,1,1,1,2,3,1,"Changing","Moderately worried","Equally","Very unlikely","Extremely","Unlikely","Very likely","A great deal","Very little","Not at all","Very little","cdx","Far right",2,"63-31","South/Isles","Elementary","Medium"
"413",5,1,1,1,1,1,55,2,1,2,"Changing","Moderately worried","Anthropic","Possible","Likely","Unlikely","Unlikely","A great deal","Little","Very little","Very little","csx","Center-left",2,"30-18","Center","High school","Very low"
"414",4,4,2,5,1,1,1,3,2,2,"Changing","Moderately worried","Anthropic","Unlikely","Unlikely","Unlikely","Unlikely","A lot","Neutral","Little","Little","dx","Right",1,"63-31","North","Elementary","Low"
"415",2,2,2,3,1,3,3,5,2,2,"Changing","Moderately worried","Equally","Likely","Very likely","Very likely","Likely","A great deal","A bit","Not at all","Little","cdx","Center-right",2,"30-18","South/Isles","Elementary","Low"
"416",4,3,4,5,1,2,2,4,3,3,"Changing","Moderately worried","Equally","Possible","Possible","Possible","Possible","A lot","Little","Very little","Very little","csx","Left",1,"63>","South/Isles","Elementary","Very low"
"417",4,4,1,5,1,1,1,2,1,3,"Changing","Worried","Anthropic","Very likely","Very likely","Likely","Very unlikely","Some","A bit","Neutral","A bit","csx","Far left",1,"63>","Center","Elementary","Low"
"418",4,2,2,5,1,1,2,3,1,2,"Changing","Moderately worried","Anthropic","Likely","Likely","Unlikely","Possible","A lot","A bit","Neutral","A bit","csx","Center-left",1,"63-31","North","Superior","High"
"419",5,5,5,5,1,1,5,5,4,2,"Changing","Worried","Equally","Possible","Unlikely","Unlikely","Possible","A great deal","Very little","Not at all","Not at all","csx","Center-right",2,"63-31","Center","Elementary","Medium"
"420",5,4,2,5,1,1,1,2,1,2,"Changing","Moderately worried","Anthropic","Very unlikely","Likely","Very unlikely","Very unlikely","A great deal","Very little","Not at all","Very little","m5s","Center",1,"63-31","North","Superior","High"
"421",5,1,1,4,2,1,2,2,1,2,"Changing","Moderately worried","Equally","Possible","Very unlikely","Unlikely","Very unlikely","A lot","A bit","Little","Little","m5s","Center-right",2,"63>","North","High school","Medium"
"422",5,3,3,3,1,2,3,5,4,2,"Changing","Worried","Anthropic","Possible","Possible","Possible","Unlikely","A great deal","Little","Not at all","Little","cdx","Center-right",2,"63>","North","Elementary","Very low"
"423",4,3,2,4,2,2,3,4,2,2,"Changing","Moderately worried","Equally","Unlikely","Likely","Unlikely","Likely","Some","A bit","Little","Neutral","csx","Center-left",2,"63-31","North","University","Low"
"424",4,3,2,1,1,1,1,5,2,2,"Not changing","Not worried","Natural","Unlikely","Very unlikely","Very unlikely","Very unlikely","A great deal","Little","Very little","Very little","m5s","Center",2,"63-31","North","Elementary","Medium"
"425",5,3,2,4,2,2,2,2,2,3,"Changing","Moderately worried","Anthropic","Unlikely","Possible","Possible","Unlikely","A lot","Neutral","Very little","Little","cdx","Center",1,"63>","North","Elementary","Low"
"426",5,3,1,5,1,1,1,4,3,2,"Changing","Moderately worried","Anthropic","Possible","Very likely","Likely","Likely","A great deal","Little","Not at all","Little","dx","Center-right",2,"63-31","North","Superior","Medium"
"427",4,4,3,2,1,1,2,4,2,3,"Changing","Moderately worried","Equally","Unlikely","Unlikely","Possible","Possible","A lot","Neutral","Little","A bit","csx","Center-left",2,"63-31","North","Elementary","Low"
"428",5,5,5,5,1,1,1,1,1,1,"Changing","Worried","Anthropic","Likely","Likely","Possible","Possible","A lot","A bit","Neutral","A bit","csx","Center-left",2,"30-18","North","High school","Medium"
"429",4,2,1,5,1,1,1,4,2,4,"Changing","Worried","Anthropic","Possible","Very likely","Very likely","Likely","A lot","Little","A bit","Very","csx","Center-left",2,"30-18","South/Isles","University","High"
"430",4,4,3,4,1,2,1,3,1,4,"Changing","Moderately worried","Equally","Possible","Likely","Possible","Likely","A lot","Not at all","Neutral","A bit","m5s","Center-right",1,"30-18","South/Isles","Superior","Very low"
"431",5,3,3,5,1,2,55,5,2,1,"Changing","Moderately worried","Equally","Very unlikely","Possible","Very unlikely","Very unlikely","A lot","Little","Not at all","Little","csx","Center-left",1,"63-31","Center","Superior","High"
"432",5,3,2,5,1,1,4,3,3,2,"Changing","Worried","Anthropic","Possible","Likely","Unlikely","Possible","Some","A bit","Neutral","A bit","center","Center-right",2,"63-31","South/Isles","University","Medium"
"433",5,1,1,5,1,2,2,2,1,2,"Changing","Moderately worried","Anthropic","Very likely","Unlikely","Possible","Very unlikely","A great deal","A bit","Very little","Little","csx","Center-left",1,"63-31","North","Superior","High"
"434",5,3,2,5,1,2,2,4,2,2,"Changing","Worried","Anthropic","Unlikely","Very likely","Unlikely","Unlikely","A great deal","Little","Very little","A bit","csx","Center-left",1,"63-31","Center","Elementary","Low"
"435",5,2,1,5,1,1,3,2,2,2,"Changing","Worried","Anthropic","Likely","Very unlikely","Very unlikely","Very unlikely","A lot","Little","Little","Little","m5s","Center-right",2,"63-31","North","University","Low"
"436",4,1,1,4,1,3,4,2,2,2,"Changing","Not worried","Natural","Very unlikely","Unlikely","Likely","Very unlikely","A lot","Little","Very little","Little","dx","Right",1,"63-31","North","Superior","High"
"437",4,2,3,5,2,2,2,3,2,3,"Changing","Moderately worried","Anthropic","Not at all","Likely","Very unlikely","Likely","A great deal","Very little","Not at all","Not at all","cdx","Center-right",2,"63>","South/Isles","Elementary","Medium"
"438",4,3,3,5,1,1,4,3,2,2,"Changing","Worried","Equally","Very unlikely","Possible","Unlikely","Likely","A great deal","Very little","Not at all","Not at all","cdx","Right",1,"63-31","South/Isles","High school","Low"
"439",5,2,1,1,1,5,1,2,2,3,"Changing","Not worried","Equally","Likely","Very unlikely","Very unlikely","Unlikely","Some","A bit","A bit","A bit","csx","Center-left",1,"63>","Center","University","Very high"
"440",5,1,1,5,1,2,2,2,1,1,"Changing","Moderately worried","Equally","Likely","Very likely","Very likely","Unlikely","A lot","A bit","Very little","Neutral","csx","Center-left",2,"30-18","North","University","Very high"
"441",3,2,3,55,2,2,2,5,2,2,"Changing","Worried","Anthropic","Possible","Likely","Likely","Unlikely","A lot","A bit","Neutral","A bit","csx","Left",2,"63>","North","High school","Medium"
"442",3,2,2,4,2,2,2,4,2,1,"Changing","Moderately worried","Anthropic","Very unlikely","Very likely","Likely","Unlikely","A lot","Little","Not at all","Very little","cdx","Right",2,"63-31","North","High school","Low"
"443",5,3,2,5,1,2,2,2,1,1,"Changing","Worried","Anthropic","Likely","Likely","Unlikely","Unlikely","A great deal","Neutral","Little","Neutral","csx","Center-left",2,"63>","Center","Superior","Very high"
"444",5,4,4,1,1,1,3,2,1,3,"Changing","Moderately worried","Equally","Unlikely","Unlikely","Very unlikely","Possible","A great deal","Not at all","Neutral","Little","dx","Far right",1,"63-31","North","Elementary","Very low"
"445",5,2,1,3,1,1,3,5,1,2,"Changing","Moderately worried","Anthropic","Unlikely","Unlikely","Unlikely","Unlikely","A great deal","Very little","Very little","Very little","csx","Left",2,"63-31","North","Superior","Very low"
"446",5,3,3,4,1,3,3,3,2,2,"Changing","Moderately worried","Equally","Unlikely","Likely","Likely","Unlikely","Some","A bit","A bit","Very","csx","Center-right",1,"63-31","North","University","High"
"447",5,5,1,5,1,1,5,1,2,3,"Changing","Worried","Equally","Very likely","Likely","Likely","Possible","A great deal","Neutral","Not at all","Neutral","cdx","Right",1,"30-18","Center","Superior","Low"
"448",3,2,1,1,1,3,3,5,3,5,"Changing","Moderately worried","Natural","Very unlikely","Possible","Possible","Unlikely","A lot","Very little","Very little","Very little","dx","Far left",1,"63-31","South/Isles","Elementary","High"
"449",2,1,1,5,1,1,2,2,3,1,"Changing","Worried","Anthropic","Possible","Unlikely","Possible","Possible","Some","Little","Very little","Little","csx","Center-left",1,"63-31","North","Superior","Very high"
